episode,step,action_index,action_label,reward,loss,done,mission_status,battery_pct,attitude_error,fuel_units,last_action_result
4,34,21,query_power_level:battery,0.000000,0.527417,0,degraded,100.000,0.850,42.000,diag: battery_pct=100.0% health=1.00 backup=True pcf=False
4,35,2,shed_load:heaters,-0.250000,0.010143,0,degraded,100.000,1.000,42.000,heaters already offline
4,36,12,stabilize_attitude,0.250000,0.025795,0,degraded,100.000,0.150,40.000,attitude stabilization burn; pointing error 0.00deg
4,37,24,query_attitude,0.000000,0.042948,0,degraded,100.000,0.300,40.000,diag: mode=nominal err=0.15deg rw=nominal ref=sun_sensor st_bias=0.0 gyro_bias=0.0
4,38,4,restore_load:science_a,0.050000,0.149348,0,degraded,100.000,0.450,40.000,science_a restored
4,39,2,shed_load:heaters,-0.250000,0.019271,0,degraded,100.000,0.600,40.000,heaters already offline
4,40,9,reset_power_controller,-0.250000,0.031508,0,degraded,100.000,0.750,40.000,power controller nominal; reset had no effect
4,41,30,resume_nominal,-0.550000,0.030104,0,degraded,100.000,0.900,40.000,refused: 3 unresolved fault(s) — resolve before resuming nominal
4,42,15,recalibrate_star_tracker,-0.250000,0.033525,0,degraded,100.000,1.050,40.000,star tracker nominal; recalibration unnecessary
4,43,21,query_power_level:battery,0.000000,0.293223,0,degraded,100.000,1.200,40.000,diag: battery_pct=100.0% health=1.00 backup=True pcf=False
4,44,2,shed_load:heaters,-0.250000,0.004009,0,degraded,100.000,1.350,40.000,heaters already offline
4,45,22,query_power_level:solar_a,0.000000,0.070440,0,degraded,100.000,1.500,40.000,diag: solar_a output=31.8W health=0.38 (panel DEGRADED)
4,46,25,query_thermal,0.000000,0.043178,0,degraded,100.000,1.650,40.000,diag: battery_temp=20.0C heaters=offline thermal_fault=False
4,47,14,desaturate_wheels,-0.150000,0.055543,0,degraded,100.000,1.800,40.000,wheels already nominal; desaturation unnecessary
4,48,30,resume_nominal,-0.550000,0.011466,0,degraded,100.000,1.950,40.000,refused: 3 unresolved fault(s) — resolve before resuming nominal
4,49,9,reset_power_controller,-0.250000,0.011903,0,degraded,100.000,2.100,40.000,power controller nominal; reset had no effect
4,50,20,recalibrate_imu,-1.000000,0.906695,1,degraded,100.000,2.250,40.000,IMU recalibrated (bias was negligible)
5,1,15,recalibrate_star_tracker,-0.250000,0.023867,0,degraded,100.000,0.000,50.000,star tracker nominal; recalibration unnecessary
5,2,6,restore_load:heaters,-0.250000,0.082069,0,degraded,100.000,0.000,50.000,heaters already online
5,3,20,recalibrate_imu,0.350000,0.414621,0,degraded,100.000,0.000,50.000,IMU recalibrated; gyro bias 0.89 cleared
5,4,15,recalibrate_star_tracker,-0.250000,0.006247,0,degraded,100.000,0.000,50.000,star tracker nominal; recalibration unnecessary
5,5,15,recalibrate_star_tracker,-0.250000,0.001614,0,degraded,100.000,0.000,50.000,star tracker nominal; recalibration unnecessary
5,6,23,query_power_level:solar_b,0.000000,0.079174,0,degraded,100.000,0.000,50.000,diag: solar_b output=22.1W health=0.25 (panel DEGRADED)
5,7,1,shed_load:science_b,-0.150000,0.117478,0,degraded,100.000,0.000,50.000,science_b powered off
5,8,18,switch_attitude_reference:gyro,-0.050000,0.099945,0,degraded,100.000,0.000,50.000,attitude reference set to gyro
5,9,12,stabilize_attitude,0.250000,0.023833,0,degraded,100.000,0.000,48.000,attitude stabilization burn; pointing error 0.00deg
5,10,5,restore_load:science_b,0.050000,0.259674,0,degraded,100.000,0.000,48.000,science_b restored
5,11,20,recalibrate_imu,0.000000,0.023005,0,degraded,100.000,0.000,48.000,IMU recalibrated (bias was negligible)
5,12,16,cross_validate_attitude,-0.050000,0.081274,0,degraded,100.000,0.000,48.000,diag: ST=0.00deg GY=0.03deg SUN=0.00deg disagree=0.00
5,13,13,switch_to_thruster_control,-0.050000,0.181777,0,degraded,99.900,0.000,46.500,ACS switched to thruster control
5,14,18,switch_attitude_reference:gyro,-0.050000,0.049764,0,degraded,99.810,0.000,45.000,attitude reference set to gyro
5,15,12,stabilize_attitude,0.250000,0.022928,0,degraded,99.710,0.000,41.500,attitude stabilization burn; pointing error 0.00deg
5,16,1,shed_load:science_b,-0.150000,0.057479,0,degraded,100.000,0.000,40.000,science_b powered off
5,17,26,diagnostic_scan:power,0.050000,0.190271,0,degraded,100.000,0.000,38.500,diag-scan power: bat=100.0% solar=112.1W load=90.0W net=positive pcf=False
5,18,11,reconfigure_power:solar_b,0.950000,1.684091,0,degraded,100.000,0.000,37.000,solar_b reconfigured successfully; fault cleared (health 0.25 -> 0.65)
